Name,TotalMinutes,PER,TSPCT,3PAr,FTr,ORBPCT,DRBPCT,TRBPCT,ASTPCT,STLPCT,BLKPCT,TOVPCT,USGPCT,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP
Paul Reed,1445,17.1,0.576,0.125,0.185,13.4,20.5,16.8,0.09300000000000001,0.019,4.9,0.11199999999999999,0.158,2.2,2.2,4.4,0.147,-0.8,0.7,-0.1,0.7
Naz Reid,1750,15.9,0.596,0.487,0.168,4.6,18.9,12.1,0.084,0.015,3.2,0.105,0.227,1.2,3.4,4.6,0.125,0.5,1.1,1.6,1.6
Jared Rhoden,112,8.9,0.617,0.44,0.16,2.0,15.2,8.5,0.09699999999999999,0.004,4.6,0.18300000000000002,0.12400000000000001,0.0,0.1,0.1,0.04,-3.4,0.5,-2.9,0.0
Nick Richards,1702,16.7,0.713,0.003,0.486,10.6,24.5,17.3,0.044000000000000004,0.006999999999999999,4.1,0.136,0.132,3.6,1.3,5.0,0.14,-1.6,-0.7,-2.2,-0.1
Josh Richardson,1103,11.4,0.573,0.548,0.156,1.8,10.7,6.2,0.138,0.011000000000000001,1.2,0.08900000000000001,0.16399999999999998,0.9,1.2,2.1,0.091,-1.3,0.0,-1.3,0.2
Duncan Robinson,1824,12.6,0.619,0.694,0.135,0.9,9.4,5.1,0.155,0.012,0.9,0.11599999999999999,0.19100000000000003,1.7,1.9,3.6,0.095,-0.1,-0.4,-0.6,0.7
Jerome Robinson,69,4.3,0.389,0.517,0.345,1.6,6.2,3.9,0.094,0.0,3.9,0.055999999999999994,0.215,-0.1,0.0,-0.1,-0.068,-6.4,-2.6,-9.0,-0.1
Mitchell Robinson,645,16.2,0.56,0.0,0.4,20.6,19.1,19.9,0.031000000000000003,0.025,4.2,0.162,0.10300000000000001,0.9,1.2,2.0,0.152,-0.5,0.7,0.2,0.4
Orlando Robinson,300,14.1,0.596,0.208,0.347,10.4,21.4,15.8,0.16,0.012,2.6,0.17800000000000002,0.15,0.4,0.5,0.8,0.134,-1.8,0.8,-1.0,0.1
Jeremiah Robinson-Earl,308,12.7,0.583,0.395,0.174,7.7,17.0,12.4,0.087,0.016,1.3,0.12300000000000001,0.149,0.3,0.4,0.7,0.109,-1.4,0.1,-1.2,0.1
David Roddy,1170,8.7,0.485,0.402,0.167,4.8,15.2,9.8,0.10300000000000001,0.011000000000000001,0.9,0.115,0.182,-1.0,1.0,0.0,0.002,-4.0,-1.1,-5.1,-0.9
David Roddy,1114,8.7,0.485,0.404,0.174,4.8,15.3,9.9,0.105,0.011000000000000001,0.9,0.115,0.18100000000000002,-0.9,1.0,0.1,0.003,-4.0,-1.0,-5.0,-0.9
David Roddy,56,9.2,0.49,0.364,0.045,4.3,13.4,9.1,0.076,0.017,0.0,0.11800000000000001,0.197,-0.1,0.0,0.0,-0.008,-4.1,-1.4,-5.5,-0.1
Ryan Rollins,66,22.7,0.631,0.12,0.68,3.2,15.0,8.9,0.24,0.057,3.7,0.177,0.252,0.1,0.1,0.2,0.147,0.5,4.5,5.0,0.1
Derrick Rose,399,13.1,0.54,0.248,0.164,1.9,10.9,6.2,0.325,0.01,0.5,0.149,0.22399999999999998,0.1,0.3,0.4,0.044,-1.4,-1.4,-2.8,-0.1
Terry Rozier,1926,17.2,0.55,0.403,0.198,1.9,12.2,6.9,0.281,0.015,1.0,0.08800000000000001,0.259,2.0,1.5,3.5,0.087,2.0,-0.7,1.2,1.5
Terry Rozier,1065,19.2,0.574,0.423,0.235,1.7,11.0,6.2,0.312,0.015,1.1,0.09699999999999999,0.277,1.6,0.4,2.0,0.091,3.7,-1.5,2.2,1.1
Terry Rozier,861,14.6,0.516,0.375,0.146,2.2,13.7,7.9,0.242,0.015,0.9,0.07400000000000001,0.23600000000000002,0.4,1.1,1.5,0.082,-0.2,0.1,-0.1,0.4
Rayan Rupert,405,7.5,0.503,0.43,0.178,4.2,13.3,8.5,0.142,0.009000000000000001,0.4,0.154,0.14400000000000002,-0.1,0.2,0.1,0.014,-4.3,-1.8,-6.0,-0.4
D'Angelo Russell,2235,16.3,0.589,0.491,0.184,1.5,8.7,5.3,0.282,0.013000000000000001,1.3,0.11800000000000001,0.23199999999999998,3.0,1.6,4.7,0.1,1.8,-0.7,1.1,1.7
Matt Ryan,375,9.5,0.643,0.804,0.125,1.8,9.6,5.8,0.06,0.008,0.3,0.132,0.158,0.3,0.3,0.6,0.073,-1.0,-1.2,-2.2,0.0
Domantas Sabonis,2651,23.3,0.645,0.081,0.381,10.7,32.5,21.4,0.34,0.012,1.5,0.17800000000000002,0.22100000000000003,8.0,3.4,11.4,0.206,4.1,2.3,6.5,5.6
Luka Šamanić,252,8.1,0.478,0.421,0.305,5.3,24.7,15.1,0.049,0.004,2.1,0.122,0.204,-0.3,0.1,-0.1,-0.025,-5.2,-2.6,-7.8,-0.4
Jermaine Samuels,53,15.3,0.758,0.182,0.182,4.0,18.2,11.1,0.053,0.009000000000000001,1.7,0.0,0.095,0.1,0.1,0.2,0.193,-0.1,1.2,1.2,0.0
Adama Sanogo,14,34.5,0.94,0.0,0.75,23.5,40.6,31.9,0.0,0.0,0.0,0.158,0.198,0.1,0.0,0.1,0.31,9.5,0.6,10.2,0.0
Gui Santos,158,15.5,0.662,0.5,0.341,10.3,19.6,15.0,0.091,0.009000000000000001,1.1,0.122,0.153,0.4,0.2,0.5,0.163,0.3,-0.2,0.0,0.1
Dario Šarić,1080,15.2,0.599,0.509,0.234,7.1,20.4,13.8,0.17800000000000002,0.013000000000000001,0.8,0.15,0.192,1.6,1.2,2.7,0.122,0.6,0.4,1.0,0.8
Olivier Sarr,95,15.2,0.664,0.316,0.789,12.2,28.3,20.6,0.026000000000000002,0.0,6.8,0.105,0.131,0.2,0.2,0.4,0.189,-2.6,0.0,-2.6,0.0
Marcus Sasser,1137,12.0,0.546,0.465,0.131,0.8,10.3,5.4,0.259,0.016,0.7,0.14,0.193,0.5,0.6,1.0,0.044,-1.4,-0.8,-2.3,-0.1
Admiral Schofield,79,5.2,0.462,0.625,0.083,2.9,19.4,11.1,0.105,0.006,0.0,0.139,0.16,-0.1,0.1,0.0,0.001,-4.8,-0.8,-5.5,-0.1
Dennis Schröder,2349,13.2,0.553,0.4,0.226,1.6,8.8,5.1,0.275,0.013000000000000001,0.6,0.132,0.20199999999999999,2.1,1.0,3.0,0.062,-0.6,-1.3,-1.9,0.1
Dennis Schröder,1559,13.9,0.559,0.394,0.267,1.5,8.5,5.0,0.278,0.013999999999999999,0.4,0.11699999999999999,0.19399999999999998,2.0,0.5,2.5,0.077,-0.6,-1.2,-1.8,0.1
Dennis Schröder,790,11.8,0.542,0.411,0.153,1.7,9.2,5.3,0.268,0.009000000000000001,0.9,0.158,0.218,0.1,0.4,0.5,0.031,-0.6,-1.6,-2.1,0.0
Dereon Seabron,55,9.2,0.448,0.154,0.462,2.0,11.9,7.0,0.11199999999999999,0.018000000000000002,1.8,0.0,0.12300000000000001,0.0,0.1,0.1,0.089,-2.7,1.3,-1.3,0.0
Alperen Sengun,2046,22.0,0.585,0.113,0.358,9.5,21.3,15.4,0.252,0.018000000000000002,2.1,0.125,0.27,3.8,3.3,7.1,0.166,3.1,1.8,4.9,3.5
Brice Sensabaugh,419,6.7,0.484,0.544,0.188,2.9,15.6,9.3,0.133,0.012,0.4,0.19100000000000003,0.19899999999999998,-0.6,0.1,-0.5,-0.058,-4.7,-2.2,-7.0,-0.5
Collin Sexton,1995,20.3,0.614,0.314,0.356,3.7,7.1,5.4,0.294,0.015,0.8,0.11699999999999999,0.273,5.3,0.4,5.7,0.137,3.9,-1.7,2.2,2.1
Landry Shamet,726,10.5,0.556,0.573,0.168,2.3,7.0,4.6,0.102,0.016,1.1,0.09300000000000001,0.188,0.1,0.2,0.3,0.022,-2.8,-1.3,-4.0,-0.4
Day'Ron Sharpe,876,20.4,0.602,0.05,0.436,18.5,28.3,23.2,0.142,0.013000000000000001,4.2,0.16399999999999998,0.19899999999999998,1.6,1.3,2.9,0.157,-0.2,0.4,0.3,0.5
Shaedon Sharpe,1059,11.4,0.524,0.415,0.274,4.3,13.4,8.6,0.13699999999999998,0.013000000000000001,1.0,0.129,0.225,-0.2,0.6,0.4,0.019,-2.0,-1.0,-2.9,-0.2
Ben Sheppard,682,8.4,0.544,0.668,0.128,1.7,11.0,6.3,0.075,0.018000000000000002,0.2,0.053,0.128,0.4,0.4,0.8,0.057,-3.3,0.1,-3.2,-0.2
Pascal Siakam,2477,19.7,0.6,0.199,0.317,5.6,18.1,11.8,0.201,0.012,0.8,0.09,0.252,4.9,1.5,6.4,0.124,2.7,-0.5,2.2,2.6
Pascal Siakam,1354,18.8,0.6,0.233,0.358,4.3,16.0,10.0,0.219,0.011000000000000001,0.6,0.10300000000000001,0.254,2.3,0.7,3.0,0.107,2.2,-0.8,1.3,1.2
Pascal Siakam,1123,20.8,0.601,0.161,0.271,7.1,20.7,13.9,0.179,0.012,0.9,0.075,0.25,2.6,0.8,3.4,0.145,3.3,-0.2,3.2,1.5
Ben Simmons,359,16.3,0.571,0.0,0.203,9.1,27.9,18.2,0.329,0.017,2.3,0.251,0.13,0.5,0.5,1.0,0.132,-0.5,3.0,2.5,0.4
Kobi Simmons,57,11.1,0.417,0.333,0.0,1.9,5.9,3.9,0.209,0.042,1.5,0.053,0.14300000000000002,0.0,0.1,0.0,0.042,-4.7,0.5,-4.2,0.0
Anfernee Simons,1582,15.9,0.568,0.484,0.213,1.5,11.0,6.0,0.27399999999999997,0.006999999999999999,0.3,0.121,0.281,1.6,0.5,2.1,0.064,2.7,-2.5,0.1,0.8
Zavier Simpson,9,11.4,0.0,0.0,0.0,11.7,0.0,6.1,0.562,0.054000000000000006,0.0,0.5,0.096,0.0,0.0,0.0,0.031,-2.8,1.7,-1.1,0.0
Jericho Sims,561,11.0,0.707,0.0,0.407,10.7,17.6,14.1,0.054000000000000006,0.006999999999999999,3.0,0.201,0.061,0.8,0.7,1.5,0.129,-2.4,0.8,-1.6,0.1
Dmytro Skapintsev,2,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.0,0.0,0.0,-0.476,-16.1,-9.8,-25.9,0.0
Jalen Slawson,31,6.1,0.6,0.4,0.0,3.6,22.3,12.7,0.08,0.016,2.9,0.28600000000000003,0.096,0.0,0.0,0.0,0.039,-8.1,1.4,-6.8,0.0
Javonte Smart,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.001,-6.2,-2.2,-8.4,0.0
Marcus Smart,605,11.8,0.552,0.565,0.236,1.0,8.9,4.8,0.228,0.033,0.8,0.192,0.23,-0.5,0.8,0.2,0.017,-3.4,0.9,-2.4,-0.1
Dennis Smith Jr.,1059,13.4,0.508,0.322,0.172,5.0,12.3,8.5,0.27,0.032,1.0,0.158,0.17600000000000002,0.5,1.3,1.7,0.079,-2.5,1.8,-0.7,0.3
Dru Smith,131,12.8,0.576,0.515,0.061,5.1,7.0,6.0,0.15,0.034,2.2,0.129,0.132,0.1,0.2,0.3,0.124,-1.8,3.2,1.4,0.1
Ish Smith,741,6.8,0.435,0.051,0.025,1.6,10.2,5.7,0.263,0.011000000000000001,0.5,0.227,0.12300000000000001,-0.6,0.2,-0.4,-0.024,-5.7,-1.3,-6.9,-0.9
Jabari Smith Jr.,2152,13.8,0.571,0.447,0.229,6.4,21.7,14.0,0.064,0.011000000000000001,2.2,0.092,0.17500000000000002,2.0,3.1,5.1,0.114,-0.7,0.4,-0.4,0.9
Jalen Smith,958,20.7,0.691,0.369,0.271,11.8,24.7,18.2,0.077,0.006999999999999999,2.9,0.091,0.193,2.8,0.8,3.6,0.183,3.2,-0.8,2.5,1.1
Nick Smith Jr.,645,7.8,0.514,0.512,0.053,2.8,7.8,5.2,0.11800000000000001,0.006,1.0,0.122,0.196,-0.5,0.1,-0.4,-0.033,-3.2,-2.7,-5.8,-0.6
Terquavion Smith,69,18.3,0.557,0.775,0.075,0.0,3.3,1.6,0.231,0.05,0.0,0.08800000000000001,0.284,0.0,0.1,0.1,0.101,3.4,0.8,4.2,0.1
Jeremy Sochan,2193,11.4,0.513,0.293,0.186,6.7,17.0,11.8,0.159,0.013000000000000001,1.5,0.14300000000000002,0.188,-0.6,1.7,1.2,0.026,-2.8,-0.7,-3.5,-0.8
Pat Spencer,6,21.2,1.0,0.0,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.297,5.4,-0.7,4.7,0.0
Jaden Springer,448,9.8,0.468,0.324,0.265,8.1,9.0,8.5,0.11900000000000001,0.03,2.8,0.165,0.17500000000000002,-0.3,0.6,0.3,0.03,-5.0,0.7,-4.3,-0.3
Jaden Springer,377,10.6,0.481,0.314,0.288,7.2,9.9,8.5,0.126,0.033,2.7,0.16399999999999998,0.182,-0.2,0.5,0.3,0.034,-4.5,1.0,-3.5,-0.1
Jaden Springer,71,5.6,0.371,0.389,0.111,12.7,4.4,8.4,0.086,0.013999999999999999,3.7,0.17500000000000002,0.14,-0.1,0.1,0.0,0.01,-7.9,-0.6,-8.4,-0.1
Lamar Stevens,470,14.3,0.524,0.184,0.229,6.7,17.8,12.1,0.078,0.02,3.3,0.094,0.22399999999999998,-0.1,0.7,0.6,0.062,-2.5,-0.2,-2.6,-0.1
Lamar Stevens,122,14.5,0.532,0.178,0.244,11.1,16.1,13.7,0.09,0.024,3.6,0.153,0.21,0.0,0.2,0.2,0.093,-2.9,0.9,-2.0,0.0
Lamar Stevens,348,14.3,0.522,0.186,0.224,5.2,18.4,11.5,0.07400000000000001,0.018000000000000002,3.2,0.076,0.22899999999999998,-0.1,0.5,0.4,0.051,-2.3,-0.5,-2.8,-0.1
Isaiah Stewart,1423,11.2,0.6,0.458,0.223,5.7,18.4,12.0,0.071,0.006,2.3,0.136,0.145,0.9,0.8,1.7,0.056,-1.6,-0.7,-2.2,-0.1
Julian Strawther,527,8.7,0.485,0.622,0.124,1.1,10.3,5.8,0.11,0.016,1.1,0.077,0.20500000000000002,-0.3,0.6,0.2,0.023,-4.3,-1.3,-5.6,-0.5
Max Strus,2011,11.4,0.552,0.66,0.125,3.2,12.8,8.1,0.161,0.013999999999999999,1.2,0.121,0.17500000000000002,0.9,2.5,3.4,0.082,-1.2,0.6,-0.7,0.7
Jalen Suggs,1827,13.8,0.599,0.548,0.205,2.8,10.7,6.7,0.151,0.026000000000000002,2.2,0.152,0.19899999999999998,1.0,3.0,4.0,0.106,-0.8,1.6,0.8,1.3
Cole Swider,83,8.4,0.569,0.778,0.056,1.3,8.3,4.8,0.075,0.006,1.2,0.17800000000000002,0.24100000000000002,-0.1,0.1,-0.1,-0.04,-1.1,-2.3,-3.4,0.0
Jae'Sean Tate,1029,9.3,0.538,0.336,0.17,6.3,14.2,10.2,0.08199999999999999,0.02,1.3,0.131,0.11699999999999999,0.4,1.4,1.8,0.086,-3.8,1.6,-2.2,-0.1
Jayson Tatum,2515,22.5,0.606,0.427,0.346,2.8,21.2,12.4,0.21100000000000002,0.013999999999999999,1.4,0.10300000000000001,0.303,6.1,3.9,10.0,0.191,4.6,0.6,5.2,4.5
Terry Taylor,188,10.1,0.558,0.231,0.128,9.9,12.1,11.0,0.071,0.013000000000000001,1.1,0.145,0.113,0.1,0.1,0.3,0.071,-3.1,0.0,-3.2,-0.1
Garrett Temple,150,14.0,0.611,0.513,0.256,5.8,15.8,10.7,0.14,0.026000000000000002,0.6,0.121,0.141,0.2,0.1,0.4,0.114,-1.1,-0.3,-1.4,0.0
Dalen Terry,565,9.5,0.497,0.504,0.276,4.7,14.3,9.4,0.16399999999999998,0.019,2.0,0.159,0.128,0.1,0.6,0.6,0.054,-3.7,1.0,-2.7,-0.1
Daniel Theis,915,14.0,0.589,0.227,0.177,10.0,16.4,13.3,0.086,0.01,4.5,0.11699999999999999,0.153,1.2,1.0,2.2,0.114,-1.8,0.1,-1.8,0.1
Daniel Theis,8,-6.8,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,-0.262,-13.2,-7.3,-20.5,0.0
Daniel Theis,907,14.2,0.594,0.227,0.18,10.1,16.6,13.4,0.087,0.01,4.6,0.11800000000000001,0.152,1.2,1.0,2.2,0.117,-1.7,0.1,-1.6,0.1
Cam Thomas,1860,15.9,0.552,0.323,0.277,1.4,10.2,5.7,0.16,0.011000000000000001,0.6,0.084,0.304,1.0,1.1,2.1,0.055,0.4,-1.8,-1.4,0.3
Isaiah Thomas,9,14.7,0.5,0.4,0.0,0.0,0.0,0.0,0.335,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.098,2.9,-4.7,-1.9,0.0
Amen Thompson,1177,17.7,0.568,0.144,0.337,11.0,20.7,15.8,0.162,0.027999999999999997,2.7,0.149,0.189,1.3,2.2,3.5,0.143,-0.6,2.2,1.6,1.1
Ausar Thompson,1583,12.8,0.522,0.235,0.248,9.0,19.5,14.2,0.107,0.021,3.2,0.136,0.166,0.1,1.7,1.8,0.053,-2.8,0.7,-2.1,0.0
Klay Thompson,2075,13.2,0.567,0.611,0.12,1.7,10.2,6.0,0.109,0.01,1.4,0.08900000000000001,0.23800000000000002,1.3,1.5,2.8,0.064,0.6,-1.6,-1.0,0.6
Tristan Thompson,532,14.2,0.583,0.009,0.45,15.2,20.3,17.8,0.131,0.011000000000000001,2.4,0.179,0.134,0.7,0.8,1.4,0.131,-1.8,0.9,-0.9,0.1
JT Thor,666,7.3,0.461,0.452,0.097,6.3,14.4,10.2,0.046,0.006,3.1,0.07400000000000001,0.115,-0.2,0.3,0.1,0.006,-4.2,-1.2,-5.4,-0.6
Matisse Thybulle,1487,10.4,0.537,0.729,0.091,2.2,8.5,5.2,0.083,0.037000000000000005,3.0,0.10800000000000001,0.106,0.4,1.8,2.1,0.069,-2.8,3.3,0.5,0.9
Xavier Tillman Sr.,894,11.6,0.455,0.28,0.196,8.0,16.4,12.1,0.114,0.026000000000000002,4.1,0.105,0.146,-0.3,1.4,1.1,0.06,-3.6,1.9,-1.7,0.1
Xavier Tillman Sr.,700,11.8,0.44,0.249,0.202,8.5,16.5,12.3,0.122,0.028999999999999998,4.6,0.111,0.16,-0.5,1.2,0.6,0.042,-3.8,2.1,-1.7,0.0
Xavier Tillman Sr.,194,11.0,0.542,0.459,0.162,6.4,16.0,11.4,0.083,0.013000000000000001,2.3,0.07,0.096,0.2,0.3,0.5,0.125,-2.5,0.9,-1.6,0.0
Jacob Toppin,38,14.3,0.658,0.444,0.222,8.7,11.8,10.3,0.109,0.0,2.5,0.092,0.12300000000000001,0.1,0.0,0.1,0.163,0.6,-1.2,-0.6,0.0
Obi Toppin,1620,15.6,0.672,0.432,0.177,5.4,15.0,10.1,0.08900000000000001,0.012,1.8,0.1,0.163,3.1,1.0,4.1,0.122,1.3,-0.5,0.8,1.2
Juan Toscano-Anderson,53,2.5,0.292,0.333,0.0,8.3,21.7,14.9,0.08900000000000001,0.009000000000000001,1.7,0.14300000000000002,0.113,-0.1,0.1,0.0,-0.027,-8.8,-0.7,-9.5,-0.1
Karl-Anthony Towns,1969,19.2,0.628,0.34,0.307,5.5,22.7,14.5,0.14800000000000002,0.011000000000000001,1.8,0.138,0.276,2.7,3.6,6.4,0.155,1.8,1.0,2.8,2.4
Gary Trent Jr.,1835,11.9,0.55,0.54,0.114,1.4,8.9,5.1,0.081,0.018000000000000002,0.5,0.049,0.196,0.8,0.8,1.6,0.042,-1.2,-1.4,-2.7,-0.3
Oscar Tshiebwe,42,24.8,0.553,0.0,0.4,21.5,21.6,21.5,0.065,0.022000000000000002,1.9,0.0,0.23500000000000001,0.1,0.0,0.2,0.219,4.5,-2.2,2.2,0.0
P.J. Tucker,389,5.5,0.484,0.744,0.077,7.0,13.7,10.4,0.036000000000000004,0.017,1.6,0.166,0.055,0.1,0.4,0.5,0.058,-4.3,0.4,-3.9,-0.2
P.J. Tucker,66,4.7,0.6,1.0,0.0,1.6,22.3,11.8,0.0,0.022000000000000002,2.8,0.28600000000000003,0.046,0.0,0.1,0.1,0.049,-5.2,1.2,-4.0,0.0
P.J. Tucker,323,5.7,0.467,0.706,0.088,8.1,12.0,10.1,0.044000000000000004,0.015,1.4,0.145,0.055999999999999994,0.1,0.3,0.4,0.06,-4.1,0.2,-3.9,-0.2
Myles Turner,1950,18.8,0.619,0.353,0.348,6.2,22.5,14.3,0.063,0.009000000000000001,5.5,0.095,0.23199999999999998,3.0,2.1,5.1,0.126,0.6,-0.1,0.5,1.2
Hunter Tyson,40,6.1,0.529,0.706,0.0,2.9,21.7,12.5,0.068,0.0,0.0,0.105,0.207,0.0,0.0,0.0,0.015,-6.2,-2.4,-8.6,-0.1
Stanley Umude,307,11.4,0.647,0.631,0.381,2.9,15.9,9.3,0.049,0.013000000000000001,1.9,0.125,0.155,0.3,0.2,0.5,0.085,-1.5,-0.1,-1.6,0.0
Jonas Valančiūnas,1797,19.8,0.62,0.17,0.279,11.1,30.5,20.9,0.127,0.008,3.7,0.11599999999999999,0.204,3.7,3.0,6.8,0.181,0.8,0.6,1.4,1.6
Jarred Vanderbilt,581,11.6,0.578,0.237,0.316,8.3,17.5,13.2,0.078,0.03,0.7,0.177,0.11800000000000001,0.3,0.8,1.1,0.089,-3.0,1.3,-1.6,0.0
Fred VanVleet,2452,16.3,0.566,0.587,0.217,1.1,9.7,5.4,0.311,0.017,2.1,0.106,0.192,4.6,3.0,7.6,0.148,2.4,0.9,3.3,3.3
Devin Vassell,2248,15.7,0.578,0.422,0.19,1.3,11.5,6.3,0.19100000000000003,0.015,0.9,0.086,0.23500000000000001,2.0,1.4,3.4,0.073,0.9,-1.0,-0.1,1.1
Sasha Vezenkov,450,13.9,0.579,0.601,0.077,7.4,14.8,11.0,0.049,0.019,1.4,0.065,0.17600000000000002,0.5,0.5,0.9,0.099,0.0,-0.8,-0.9,0.1
Gabe Vincent,141,5.2,0.393,0.528,0.056,1.7,3.0,2.4,0.141,0.024,0.0,0.075,0.122,-0.1,0.1,0.0,-0.006,-6.3,1.4,-4.9,-0.1
Nikola Vučević,2428,17.4,0.536,0.261,0.104,8.8,26.3,17.4,0.155,0.01,2.4,0.08800000000000001,0.23399999999999999,2.1,2.8,4.8,0.095,0.5,-0.6,-0.1,1.1
Tristan Vukcevic,32,4.5,0.45,0.7,0.0,0.0,31.0,15.1,0.078,0.015,2.6,0.167,0.158,-0.1,0.0,0.0,-0.051,-7.1,1.1,-6.0,0.0
Dean Wade,1108,10.2,0.598,0.871,0.112,3.8,18.0,11.0,0.05,0.018000000000000002,2.0,0.076,0.105,0.9,1.7,2.6,0.113,-1.7,1.9,0.2,0.6
Franz Wagner,2188,17.1,0.572,0.306,0.286,3.4,15.7,9.5,0.189,0.016,1.1,0.10300000000000001,0.255,2.7,3.1,5.8,0.127,0.6,0.4,1.0,1.7
Moritz Wagner,1300,20.4,0.675,0.212,0.38,9.7,19.1,14.4,0.115,0.013000000000000001,1.4,0.134,0.227,3.2,1.9,5.1,0.188,1.6,0.4,2.0,1.3
Ish Wainright,61,9.1,0.462,0.833,0.083,5.9,21.2,13.0,0.02,0.032,1.5,0.07400000000000001,0.189,-0.1,0.1,0.0,0.027,-2.9,0.5,-2.3,0.0
Ish Wainright,46,10.2,0.53,0.889,0.111,0.0,23.5,11.1,0.0,0.021,2.0,0.05,0.185,0.0,0.1,0.0,0.051,-1.3,0.6,-0.7,0.0
Ish Wainright,15,5.6,0.25,0.667,0.0,23.9,14.2,18.8,0.081,0.065,0.0,0.14300000000000002,0.20199999999999999,0.0,0.0,0.0,-0.046,-7.9,0.5,-7.4,0.0
Jabari Walker,1506,13.1,0.556,0.277,0.327,9.2,23.5,15.9,0.064,0.013000000000000001,1.3,0.10300000000000001,0.162,1.3,1.3,2.6,0.084,-2.4,-0.9,-3.3,-0.5
Jarace Walker,328,11.2,0.514,0.495,0.086,4.1,15.9,10.0,0.141,0.02,2.7,0.128,0.16,0.0,0.3,0.3,0.051,-0.8,0.7,-0.1,0.2
Lonnie Walker IV,912,13.5,0.556,0.557,0.126,1.3,12.7,6.8,0.11599999999999999,0.016,1.6,0.09,0.24800000000000003,0.0,0.8,0.8,0.043,-0.1,-1.1,-1.2,0.2
Cason Wallace,1528,11.9,0.626,0.542,0.084,3.6,8.6,6.2,0.084,0.019,1.9,0.085,0.127,1.9,1.7,3.7,0.116,-0.8,0.7,-0.1,0.7
Jordan Walsh,40,8.3,0.375,0.5,0.0,8.5,25.8,17.5,0.121,0.025,2.2,0.2,0.109,0.0,0.1,0.1,0.068,-6.6,3.3,-3.3,0.0
T.J. Warren,106,5.8,0.416,0.324,0.059,5.6,12.2,9.1,0.09,0.013999999999999999,0.8,0.10300000000000001,0.162,-0.1,0.2,0.0,0.009,-6.6,-0.2,-6.8,-0.1
P.J. Washington,1988,11.8,0.532,0.503,0.181,4.3,16.3,10.2,0.094,0.015,2.4,0.098,0.19100000000000003,-0.1,1.5,1.4,0.034,-2.0,-0.7,-2.7,-0.4
P.J. Washington,1286,13.0,0.545,0.479,0.185,4.4,16.2,10.1,0.115,0.015,2.3,0.107,0.21100000000000002,0.0,0.8,0.8,0.03,-1.7,-1.1,-2.8,-0.3
P.J. Washington,702,9.7,0.499,0.56,0.171,4.1,16.5,10.3,0.055,0.013999999999999999,2.5,0.076,0.153,-0.1,0.7,0.6,0.042,-2.7,0.1,-2.6,-0.1
TyTy Washington Jr.,21,-3.2,0.214,0.429,0.0,0.0,5.1,2.6,0.055999999999999994,0.046,0.0,0.222,0.185,-0.1,0.0,-0.1,-0.242,-12.4,-0.7,-13.1,-0.1
Yuta Watanabe,464,4.7,0.474,0.733,0.147,2.8,10.0,6.5,0.042,0.013000000000000001,1.3,0.133,0.133,-0.5,0.4,-0.1,-0.011,-5.3,-1.2,-6.5,-0.5
Yuta Watanabe,382,5.4,0.502,0.773,0.155,3.4,9.5,6.7,0.033,0.011000000000000001,1.6,0.134,0.135,-0.3,0.3,0.0,0.002,-4.6,-1.4,-6.0,-0.4
Yuta Watanabe,82,1.5,0.327,0.526,0.105,0.0,12.5,6.0,0.085,0.018000000000000002,0.0,0.131,0.12,-0.2,0.1,-0.1,-0.075,-8.6,0.0,-8.7,-0.1
Lindy Waters III,199,11.2,0.59,0.87,0.014,2.3,14.0,8.4,0.10300000000000001,0.005,2.3,0.08,0.165,0.2,0.2,0.4,0.094,-0.1,-0.9,-1.0,0.0
Trendon Watford,704,17.2,0.631,0.221,0.295,7.1,17.6,12.2,0.14300000000000002,0.015,2.2,0.136,0.207,1.1,0.7,1.9,0.128,-0.1,0.6,0.4,0.4
Peyton Watson,1329,11.6,0.539,0.354,0.241,4.2,14.1,9.3,0.071,0.015,4.6,0.105,0.165,0.2,1.9,2.0,0.073,-3.0,0.6,-2.4,-0.1
Victor Wembanyama,1928,23.0,0.568,0.324,0.318,8.3,31.0,19.5,0.20500000000000002,0.021,9.8,0.163,0.321,-0.6,3.9,3.3,0.081,1.7,3.1,4.8,3.3
Blake Wesley,730,10.8,0.542,0.241,0.379,2.3,9.1,5.7,0.262,0.017,1.0,0.165,0.14,0.5,0.5,1.0,0.065,-3.7,0.2,-3.5,-0.3
Russell Westbrook,1386,16.2,0.51,0.237,0.245,7.5,17.5,12.7,0.287,0.024,1.4,0.158,0.251,0.3,1.7,1.9,0.066,-0.2,0.5,0.3,0.8
Coby White,2681,14.5,0.572,0.469,0.22,1.7,12.7,7.1,0.21100000000000002,0.009000000000000001,0.7,0.11199999999999999,0.227,2.8,1.6,4.4,0.079,0.8,-1.3,-0.5,1.0
